id,type,to_keep,authors_clean,year,title,source
W4248592777,book-chapter,1,Steven Brown,1999,"The ""musilanguage"" model of music evolution",The Mit Press Ebooks
W2115298523,article,1,"Steven Brown, Joseph Jordania",2011,Universals in the world’s musics,Psychology Of Music
W1993647344,article,1,"Steven Brown, Patrick E. Savage, Albert Min‐Shan Ko, Mark Stoneking, Ying-Chin Ko, Jun-Hun Loo, J. Tréjaut",2013,"Correlations in the population structure of music, genes and language",Proceedings Of The Royal Society B Biological Sciences
W2480836844,article,1,"Yuri Broze, Daniel Shanahan",2013,Diachronic changes in jazz harmony,Music Perception An Interdisciplinary Journal
W2407434428,article,0,list(,2016,The other classical musics: fifteen great traditions,Choice Reviews Online
W3097262270,article,0,"Bas Cornelissen, Willem Zuidema, John Ashley Burgoyne",2020,Mode classification and natural units in plainchant,Zenodo (Cern European Organization For Nuclear Research)
W2533028087,article,0,"Kate Lacey, Michele Hilmes",2015,Editors' introduction,Feminist Media Histories
W2055138637,article,0,"Diana Deutsch, Trevor Henthorn, Rachael Lapidis",2011,Illusory transformation from speech to song,The Journal Of The Acoustical Society Of America
W2783588707,book-chapter,1,Ellen Dissanayake,1999,Antecedents of the temporal arts in early mother-infant interaction,The Mit Press Ebooks
W2003137391,article,0,"Emily Doolittle, Bruno Gingras, Dominik Endres, W. Tecumseh Fitch",2014,Overtone-based pitch selection in hermit thrush song: unexpected convergence with scale construction in human music,Proceedings Of The National Academy Of Sciences
W2773343055,article,0,"Jeffers Engelhardt, Estelle Amy ­de la Bretèque",2017,"Guest editors' preface: speech, song, and in-between",Yearbook For Traditional Music
W2566129194,book,0,Aniruddh D. Patel,2007,"Music, language, and the brain",Oxford University Press Ebooks
W3171905534,article,0,"Lauren Fink, Lindsay Warrenburg, Claire Howlin, William M. Randall, Niels Chr. Hansen, Melanie Wald‐Fuhrmann",2021,Viral tunes: changes in musical behaviours and interest in coronamusic predict socio-emotional coping during covid-19 lockdown,Humanities And Social Sciences Communications
W2605555090,article,1,Patrick Georges,2017,"Western classical music development: a statistical analysis of composers similarity, differentiation and evolution",Scientometrics
W2013307517,article,0,"Pablo M. Gleiser, Leon Danon",2003,Community structure in jazz,Advances In Complex Systems
W3017379575,article,1,"González-Espinoza, Alfredo, Martínez-Mekler, Gustavo, Lacasa, Lucas, Gonz\\'alez-Espinoza, Alfredo, Mart\\'inez-Mekler, Gustavo",2020,Arrow of time across five centuries of classical music,Physical Review Research
W1596270588,article,0,Catherine Grant,2014,Music endangerment: how language maintenance can help,Choice Reviews Online
W2156736934,article,0,Catherine Grant,2014,Endangered musical heritage as a wicked problem,International Journal Of Heritage Studies
W1615995588,article,1,"Patricia M. Gray, Bernie Krause, Jelle Atema, Roger Payne, Carol L. Krumhansl, Luis F. Baptista",2001,The music of nature and the nature of music,Science
W2150443611,article,0,"Roger Guimerà, Brian Uzzi, Jarrett Spiro, Luı́s A. Nunes Amaral",2005,Team assembly mechanisms determine collaboration network structure and team performance,Science
W3164199053,article,0,"Niels Chr. Hansen, John Melvin Treider, Dana Swarbrick, Joshua Silberstein Bamford, Johanna Wilson, Jonna K. Vuoskoski",2021,A crowd-sourced database of coronamusic: documenting online making and sharing of music during the covid-19 pandemic,Frontiers In Psychology
W3122472033,article,1,"Daniel Harasim, Fabian C. Moss, Matthias Ramirez, Martin Rohrmeier",2021,Exploring the foundations of tonality: statistical cognitive modeling of modes in the history of western classical music,Humanities And Social Sciences Communications
W2998620001,book-chapter,1,Henkjan Honing,2018,Musicality as an upbeat to music: introduction and research agenda,The Mit Press Ebooks
W2145666791,article,1,"Henkjan Honing, Carel ten Cate, Isabelle Peretz, Sandra E. Trehub",2015,"Without it no music: cognition, biology and evolution of musicality",Philosophical Transactions Of The Royal Society B Biological Sciences
W2803235822,article,1,"Myra Interiano, Kamyar Kazemi, Lijia Wang, Jienian Yang, Zhaoxia Yu, Natalia L. Komarova",2018,Musical trends and predictability of success in contemporary songs in and out of the top charts,Royal Society Open Science
W2066215521,article,0,David E. Chinitz,1996,Literacy and authenticity: the blues poems of langston hughes,Callaloo
W2571030226,article,1,"Nori Jacoby, Josh H. McDermott",2017,Integer ratio priors on musical rhythm revealed cross-culturally by iterated reproduction,Current Biology
W2970585409,article,1,"Janosov, Milan, Musciotto, Federico, Battiston Federico, Iñiguez, Gerardo",2020,"Elites, communities and the limited benefits of mentorship in electronic music",Scientific Reports
W4229587902,article,0,"Henry Jenkins, Sam Ford, Joshua Green, Paul Booth, Kristina Busse, Melissa A. Click, Sam Ford, Henry Jenkins, Xiaochang Li, Sharon Ross",2014,Spreadable media: creating value and meaning in a networked culture,Cinema Journal
W2760962604,article,1,"Christopher T. Kello, Simone Dalla Bella, Butovens Médé, Ramesh Balasubramaniam",2017,"Hierarchical temporal structure in music, speech and animal vocalizations: jazz is like a conversation, humpbacks sing like hermit thrushes",Journal Of The Royal Society Interface
W2909552004,article,1,"Peter Klimek, Robert Kreuzbauer, Stefan Thurner",2019,Fashion and art cycles are driven by counter-dominance signals of elite competition: quantitative evidence from music styles,Journal Of The Royal Society Interface
W1601558686,article,0,"Kevin N. Laland, Gillian R. Brown",2003,Sense and nonsense: evolutionary perspectives on human behaviour,Choice Reviews Online
W3189171706,preprint,1,"Harin Lee, Frank Höger, Marc Schönwiesner, Minsu Park, Nori Jacoby",2021,Cross-cultural mood perception in pop songs and its alignment with mood detection algorithms,Arxiv (Cornell University)
W1982295531,article,1,"Elad Liebman, Eitan Ornoy, Benny Chor",2012,A phylogenetic approach to music performance analysis,Journal Of New Music Research
W1991350497,article,0,"Lu Liu, Jianrong Wei, Huishu Zhang, Jianhong Xin, Jiping Huang",2013,A statistical physics view of pitch fluctuations in the classical music from bach to chopin: evidence for scaling,Plos One
W2485563390,book-chapter,1,Alan Lomax,1980,Factors of musical style,Theory And Practice
W2091905415,article,1,"Alan Lomax, Norman Berkowitz",1972,The evolutionary taxonomy of culture,Science
W2744419941,article,1,"Massimo Lumaca, Giosuè Baggio",2017,Cultural transmission and evolution of melodic structures in multi-generational signaling games,Artificial Life
W1762479869,article,1,"Robert M. MacCallum, Matthias Mauch, Austin Burt, Armand M. Leroi",2012,Evolution of music by public choice,Proceedings Of The National Academy Of Sciences
W2316993176,article,1,"Colin Martindale, Anne Uemura",1983,Stylistic evolution in european music,Leonardo
W3194095174,article,0,"Hiromi Matsumae, Peter Ranacher, Patrick E. Savage, Damián E. Blasí, Thomas E. Currie, Kae Koganebuchi, Nao Nishida, Takehiro Sato, Hideyuki Tanabe, Atsushi Tajima, Steven Brown, Mark Stoneking, Kentaro K. Shimizu, Hiroki Oota, Balthasar Bickel",2021,Exploring correlations in genetic and cultural variation across language families in northeast asia,Science Advances
W1923230460,article,1,"Matthias Mauch, Robert M. MacCallum, M. Lévy, Armand M. Leroi",2015,The evolution of popular music: usa 1960–2010,Royal Society Open Science
W4389669396,article,1,"J. Michael McBride, Sam Passmore, Tsvi Tlusty",2023,Convergent evolution in a large cross-cultural database of musical scales,Plos One
W3160222147,review,0,Alex Mesoudi,2021,Cultural selection and biased transformation: two dynamics of cultural evolution,Philosophical Transactions Of The Royal Society B Biological Sciences
W3081156124,letter,1,"Samuel A. Mehr, Max M. Krasnow, Gregory A. Bryant, Edward H. Hagen",2020,Origins of music in credible signaling,Behavioral And Brain Sciences
W2990356585,article,1,"Samuel A. Mehr, Manvir Singh, Dean Knox, Daniel Ketter, Daniel Pickens-Jones, S. Atwood, Christopher Lucas, Nori Jacoby, Alena Egner, Erin J. Hopkins, Rhea M. Howard, Joshua K. Hartshorne, Mariela Jennings, Jan Simson, Constance M. Bainbridge, Steven Pinker, Timothy J. O’Donnell, Max M. Krasnow, Luke Glowacki",2019,Universality and diversity in human song,Science
W2784996989,article,1,"Samuel A. Mehr, Manvir Singh, Hunter York, Luke Glowacki, Max M. Krasnow",2018,Form and function in human song,Current Biology
W2286766777,book-chapter,1,Geoffrey F. Miller,1999,Evolution of human music through sexual selection,The Mit Press Ebooks
W3094715442,article,1,"Helena Miton, Thomas Wolf, Cordula Vesper, Günther Knoblich, Dan Sperber",2020,Motor constraints influence cultural evolution of rhythm,Proceedings Of The Royal Society B Biological Sciences
W2736218442,article,1,"Bernardo Monechi, Pietro Gravino, Vito D. P. Servedio, Francesca Tria, Vittorio Loreto",2017,Significance and popularity in music production,Royal Society Open Science
W2335241459,article,1,Rachel Mundy,2014,Evolutionary categories and musical style from adler to america,Journal Of The American Musicological Society
W2986442834,article,1,"Eita Nakamura, Kunihiko Kaneko, Eita Nakamura, Kunihiko Kaneko",2019,Statistical evolutionary laws in music styles,Scientific Reports
W2912518672,article,0,"Kathleen Napier, Lior Shamir",2018,Quantitative sentiment analysis of lyrics in popular music,Journal Of Popular Music Studies
W4206448025,book-chapter,1,"Giacomo Negro, Balázs Kovács, Glenn R. Carroll",2022,Bustin’ out: the evolution of novelty and diversity in recorded music,Research In The Sociology Of Organizations
W2466270935,article,1,Bruno Netti,2006,Response to victor grauer: on the concept of evolution in the history of ethnomusicology,The World Of Music/The World Of Music
W2401123249,article,1,list(,2015,The study of ethnomusicology: thirty-three discussions,Choice Reviews Online
W572110744,article,1,"Bruno Nettl, Philip V. Bohlman",1992,Comparative musicology and anthropology of music: essays on the history of ethnomusicology,Choice Reviews Online
W2096411124,article,1,"Hadi T. Nia, Ankita Jain, Yuming Liu, Mohammad‐Reza Alam, Roman Barnas, Nicholas C. Makris",2015,The evolution of air resonance power efficiency in the violin and its ancestors,Proceedings Of The Royal Society A Mathematical Physical And Engineering Sciences
W3006719967,article,1,"Aleksey Nikolsky, Eduard Alekseyev, Ivan Alekseev, Varvara Dyakonova",2020,The overlooked tradition of “personal music” and its place in the evolution of music,Frontiers In Psychology
W2898970033,book,0,Safiya Noble,2018,Algorithms of oppression,Nyu Press Ebooks
W2152126086,article,0,"Ara Norenzayan, Azim Shariff, Will M. Gervais, Aiyana K. Willard, Rita Anne McNamara, Edward Slingerland, Joseph Henrich",2014,The cultural evolution of prosocial religions,Behavioral And Brain Sciences
W2951336455,article,0,"Marcus O’Dair, Andrew E. Fry",2019,Beyond the black box in music streaming: the impact of recommendation systems upon artists,Popular Communication
W3154425903,article,0,José Luís Ortega,2021,Cover versions as an impact indicator in popular music: a quantitative network analysis,Plos One
W4234475597,book-chapter,1,Aniruddh P. Patel,2018,Music as a transformative technology of the mind: an update,The Mit Press Ebooks
W3201745645,letter,1,"Aniruddh D. Patel, Christopher von Rueden",2021,Where they sing solo: accounting for cross-cultural variation in collective music-making in theories of music evolution,Behavioral And Brain Sciences
W2104419379,article,1,"Doheum Park, Arram Bae, Maximilian Schich, Juyong Park",2015,Topology and evolution of the network of western classical music composers,Epj Data Science
W1991849196,article,1,"Gamaliel Percino, Peter Klimek, Stefan Thurner",2014,Instrumentational complexity of music genres and why simplicity sells,Plos One
W2133735566,article,0,Steven Pinker,1999,How the mind works,Annals Of The New York Academy Of Sciences
W2526416991,article,1,Matthew Rahaim,2006,"What else do we say when we say ""music evolves?""",The World Of Music/The World Of Music
W2566404572,article,1,"Andrea Ravignani, Tania Delgado, Simon Kirby",2016,Musical evolution in the lab exhibits rhythmic universals,Nature Human Behaviour
W2767816499,article,1,"Andrea Ravignani, Bill Thompson, Thomas Grossi, Tania Delgado, Simon Kirby",2018,Evolving building blocks of rhythm: how human cognition creates music via cultural transmission,Annals Of The New York Academy Of Sciences
W2034270118,article,1,"Pablo H. Rodríguez Zivic, Favio Shifres, Guillermo Cecchi",2013,Perceptual basis of evolving western musical styles,Proceedings Of The National Academy Of Sciences
W3045331878,article,1,"Tina Roeske, Ofer Tchernichovski, David Poeppel, Nori Jacoby",2020,Categorical rhythms are shared between songbirds and humans,Current Biology
W1992122300,article,1,Juan G. Roederer,1984,The search for a survival value of music,Music Perception An Interdisciplinary Journal
W2045745009,review,1,"Martin Rohrmeier, Willem Zuidema, Geraínt A. Wiggins, Constance Scharff",2015,"Principles of structure building in music, language and animal song",Philosophical Transactions Of The Royal Society B Biological Sciences
W3201090772,article,1,"Dora P. Rosati, Matthew Woolhouse, Benjamin M. Bolker, David J. D. Earn",2021,Modelling song popularity as a contagious process,Proceedings Of The Royal Society A Mathematical Physical And Engineering Sciences
W2111910266,article,1,"Matthew Salganik, Duncan J. Watts",2008,Leading the herd astray: an experimental study of self-fulfilling prophecies in an artificial cultural market,Social Psychology Quarterly
W2884817006,article,1,Patrick E. Savage,2018,Alan lomax’s cantometrics project,Music & Science
W1718516643,article,1,"Patrick E. Savage, Steven Brown, Emi Sakai, Thomas E. Currie",2015,Statistical universals reveal the structures and functions of human music,Proceedings Of The National Academy Of Sciences
W4387375972,article,0,"Yuchen Yuan, Charles Cronin, Daniel Müllensiefen, Shinya Fujii, Patrick E. Savage",2023,Perceptual and automated estimates of infringement in 40 music copyright cases,Transactions Of The International Society For Music Information Retrieval
W3080462905,article,1,"Patrick E. Savage, Psyche Loui, Bronwyn Tarr, Adena Schachner, Luke Glowacki, Steven Mithen, W. Tecumseh Fitch",2020,Music as a coevolved system for social bonding,Behavioral And Brain Sciences
W1989051860,article,0,Matthew Bribitzer-Stull,2004,“Did you hear love's fond farewell?” Some examples of thematic irony in wagner's<i>ring</i>,Journal Of Musicological Research
W2581120365,article,1,"Patrick E. Savage, Adam Tierney, Aniruddh D. Patel",2017,Global music recordings support the motor constraint hypothesis for human and avian song contour,Music Perception An Interdisciplinary Journal
W2969330343,article,1,"Schneider, Lukas, Gros, Claudius",2019,"Five decades of us, uk, german and dutch music charts show that cultural processes are accelerating",Royal Society Open Science
W3202634899,letter,0,"Thom Scott‐Phillips, Atsuko Tominaga, Helena Miton",2021,Ecological and psychological factors in the cultural evolution of music,Behavioral And Brain Sciences
W2320041465,article,0,Anthony Seeger,1992,Ethnomusicology and music law,Ethnomusicology
W2627013075,article,0,Xavier Serra,2017,The computational study of a musical culture through its digital traces,Repositori Digital De La Upf (Universitat Pompeu Fabra)
W2115387076,article,1,"Joan Serrà, √Ålvaro Corral, Marián Boguñá, Martín Haro, Josep Lluís Arcos",2012,Measuring the evolution of contemporary western popular music,Scientific Reports
W1493535305,book-chapter,0,"Joan Serrà, Emília Gómez, Perfecto Herrera",2010,"Audio cover song identification and similarity: background, approaches, evaluation, and beyond",Studies In Computational Intelligence
W4210875450,review,1,"Natalie C. Sinclair, James Ursell, Alex South, Luke Rendell",2022,From beethoven to beyoncé: do changing aesthetic cultures amount to “cumulative cultural evolution?”,Frontiers In Psychology
W3200270107,article,0,"James W. A. Strachan, Arianna Curioni, Merryn Constable, Günther Knoblich, Mathieu Charbonneau",2021,Evaluating the relative contributions of copying and reconstruction processes in cultural transmission episodes,Plos One
W2016285967,article,0,Daniel Harrison,2006,The oxford history of western music,Journal Of Music Theory
W2087897770,article,0,"Tomás Teitelbaum, Pablo Balenzuela, Pedro Cano, Javier M. Buldú",2008,Community structures and role detection in music networks,Chaos An Interdisciplinary Journal Of Nonlinear Science
W2769485972,preprint,1,"John Ternovski, Taha Yasseri",2019,Social complex contagion in music listenership: a natural experiment with 1.3 million participants,Social Networks
W3109975354,article,0,"Etienne Thoret, Baptiste Caramiaux, Philippe Depalle, Stephen McAdams",2020,Learning metrics on spectrotemporal modulations reveals the perception of musical instrument timbre,Nature Human Behaviour
W1999629274,article,1,"Adam Tierney, Frank Russo, Aniruddh D. Patel",2011,The motor origins of human and avian song structure,Proceedings Of The National Academy Of Sciences
W1688667826,letter,0,Sandra E. Trehub,2015,Cross-cultural convergence of musical features,Proceedings Of The National Academy Of Sciences
W998085595,article,1,Alex van Venrooij,2015,A community ecology of genres,Poetics
W3119701618,article,1,"Michael E. W. Varnum, Jaimie Arona Krems, Colin Morris, Alexandra S. Wormley, Igor Grossmann",2021,Why are song lyrics becoming simpler? A time series analysis of lyrical complexity in six decades of american popular music,Plos One
W3193049304,article,1,"Tessa Verhoef, Andrea Ravignani",2021,Melodic universals emerge or are sustained through cultural evolution,Frontiers In Psychology
W2903285945,article,1,"Ch. Weiß, Stefan Balke, Jakob Abeßer, Meinard Müller",2018,Computational corpus analysis: a case study on jazz solos,Zenodo (Cern European Organization For Nuclear Research)
W2793193862,article,1,"Ch. Weiß, Matthias Mauch, Simon Dixon, Meinard Müller",2018,Investigating style evolution of western classical music: a computational approach,Musicae Scientiae
W3000255936,article,0,Ann Werner,2020,"Organizing music, organizing gender: algorithmic culture and spotify recommendations",Popular Communication
W3184676071,article,1,Scott Westenberger,2021,Drifting to the top? Disentangling mechanisms influencing the turnover rate of popular music,Journal Of Mathematical Sociology
W2000517948,article,1,"H. F. Windram, T. Charlston, Christopher J. Howe",2014,A phylogenetic analysis of orlando gibbons's prelude in g,Early Music
W4241388546,article,0,Anna L. Wood,2018,“Like a cry from the heart”: an insider’s view of the genesis of alan lomax’s ideas and the legacy of his research: part ii,Ethnomusicology
W2898196509,article,1,Mason Youngblood,2019,Cultural transmission modes of music sampling traditions remain stable despite delocalization in the digital age,Plos One
W3096080472,preprint,1,"Mason Youngblood, Karim Baraghith, Patrick E. Savage",2021,Phylogenetic reconstruction of the cultural evolution of electronic music via dynamic community detection (1975–1999),Evolution And Human Behavior
W4384696857,book-chapter,1,Jamshid J. Tehrani,2023,The cultural transmission and evolution of folk narratives,Oxford University Press Ebooks
W4407393889,article,1,"S. Strauch, Pierre Darlu, Sylvie Le Bomin, Sylvie Le Bomin",2025,African harps as units of cultural evolution: a cladistic analysis on their morphology,Evolutionary Human Sciences
W4251574571,book,1,Michael Chibnik,2003,Crafting tradition,University Of Texas Press Ebooks
W4412410676,article,1,"Edgar Dubourg, Valentin Thouzeau, Quentin Borredon, Nicolas Baumard",2025,Quantifying and explaining the rise of fiction,Evolutionary Human Sciences
W4413334928,article,1,"Sergi Valverde, Blai Vidiella, Andrej Spiridonov, R. Alexander Bentley",2025,"The cultural macroevolution of arcade video games: innovation, collaboration, and collapse",Evolutionary Human Sciences
W4377233111,book-chapter,1,Jan Verpooten,2023,Signalling and the cultural evolution of art,Oxford University Press Ebooks
W2116053449,article,1,"David W. Galenson, Bruce A. Weinberg",2000,Age and the quality of work: the case of modern american painters,Journal Of Political Economy
W2044360356,article,1,"Maximilian Schich, Chaoming Song, Yong-Yeol Ahn, Alexander Mirsky, Mauro Martino, Albert‐László Barabási, Dirk Helbing",2014,A network framework of cultural history,Science
W2065743620,article,1,"Kathleen C. Oberlin, Thomas F. Gieryn",2015,Place and culture-making: geographic clumping in the emergence of artistic schools,Poetics
W4398156616,article,1,"Kangsan Lee, Jaehyuk Park, Sam Goree, David Crandall, Yong‐Yeol Ahn",2024,"Social signals predict contemporary art prices better than visual features, particularly in emerging markets",Scientific Reports
W3157875203,preprint,1,"Robert West, Jure Leskovec, Christopher Potts",2021,Postmortem memory of public figures in news and social media,Proceedings Of The National Academy Of Sciences
W4386524134,letter,1,James E. Cutting,2023,The afterlife of artists,Proceedings Of The National Academy Of Sciences
W1480472918,article,1,Stephen Davies,2013,"The artful species: aesthetics, art, and evolution",Choice Reviews Online
W2739645912,article,1,Ellen Dissanayake,2017,"Ethology, interpersonal neurobiology, and play: insights into the evolutionary origin of the arts.",American Journal Of Play
W2888817066,article,1,"Higor Y. D. Sigaki, Matjaž Perc, Haroldo V. Ribeiro",2018,History of art paintings through the lens of entropy and complexity,Proceedings Of The National Academy Of Sciences
W2785151601,preprint,1,"Ahmed Elgammal, Marian Mazzone, Bingchen Liu, Diana Kim, Mohamed Elhoseiny",2018,The shape of art history in the eyes of the machine,Proceedings Of The Aaai Conference On Artificial Intelligence
W1770210794,book-chapter,1,"Kanako Abe, Babak Saleh, Ahmed Elgammal",2013,An early framework for determining artistic influence,Lecture Notes In Computer Science
W1971141096,article,0,"Haijin Li, Yong Zhou, Wenguang Tu, Jinhua Ye, Zhigang Zou",2015,State‐of‐the‐art progress in diverse heterostructured photocatalysts toward promoting photocatalytic performance,Advanced Functional Materials
W1186581739,article,1,Peter Fingesten,1954,The theory of evolution in the history of art,College Art Journal
W2890898299,article,1,"Thomas Müller, James Winters",2018,Compression in cultural evolution: homogeneity and structure in the emergence and evolution of a large-scale online collaborative art project,Plos One
W2081700201,review,1,Gillian Morriss‐Kay,2009,The evolution of human artistic creativity,Journal Of Anatomy
W2889878370,article,0,Allen Tager,2018,Why was the color violet rarely used by artists before the 1860s?,Journal Of Cognition And Culture
W2807019775,article,1,"Mark Stromp, Alexandra Farkas, Balázs Kretzer, Dénes Száz, András Barta, Gábor Horváth",2018,How realistic are painted lightnings? Quantitative comparison of the morphology of painted and real lightnings: a psychophysical approach,Proceedings Of The Royal Society A Mathematical Physical And Engineering Sciences
W2918120087,article,1,"Mitali Banerjee, Paul Ingram",2018,Fame as an illusion of creativity: evidence from the pioneers of abstract art,Ssrn Electronic Journal
W4386021992,article,1,"Letian Zhang, Mitali Banerjee, Shinan Wang, Zhuoqiao Hong",2023,The fragility of artists’ reputations from 1795 to 2020,Proceedings Of The National Academy Of Sciences
W4407799797,article,1,"Quentin Borredon, Zeynep Bulamac, Camélia Crozat, Emmanuel Dayre, E. Fuchs, Marie Hallo, Lou Kerzreho, Pauline Lavagne d’Ortigue, Theodore Lellouche, Hossein Samani, Sammy Penel, Nina Ryszefld, Tim Sandhu, Aure Timsit, Janne Yrjö-Koskinen, Olivier Morin, Edgar Dubourg",2025,Did teddy bears culturally evolve to be cuter? A preregistered replication,Journal Of Cognition And Culture
W2072527182,article,1,Sameet Sreenivasan,2013,Quantitative analysis of the evolution of novelty in cinema through crowdsourced keywords,Scientific Reports
W2192440537,article,1,"Amendola, Luca, Marra, Valerio, Quartin, Miguel",2015,The evolving perception of controversial movies,Palgrave Communications
W2498351322,book-chapter,1,"Jordan E. DeLong, Kaitlin L. Brunick, James E. Cutting",2013,Film through the human visual system,Oxford University Press Ebooks
W2941372728,preprint,1,"Seungkyu Shin, Juyong Park",2022,Evolutionary dynamics of cultural memes and application to massive movie data,Arxiv (Cornell University)
W2122016008,article,1,"James E. Cutting, Kaitlin L. Brunick, Jordan E. DeLong, Catalina Iricinschi, Ayşe Candan Şimşek",2011,"Quicker, faster, darker: changes in hollywood film over 75 years",I-Perception
W4395476508,article,0,Jean La Barre,2024,Détection automatique de l'architextualité dans le roman d'aventures,Hal (Le Centre Pour La Communication Scientifique Directe)
W4404987693,preprint,1,"Sarah Griebel, B. I. Cohen, Lucian Li, J. K. Park, Jiayu Liu, Jana Perkins, Ted Underwood",2024,Locating the leading edge of cultural change,Arxiv (Cornell University)
W2795875436,article,1,"Burcu Yücesoy, Xindi Wang, Junming Huang, Albert‐László Barabási",2018,Success in books: a big data approach to bestsellers,Epj Data Science
W2032600193,article,1,Marko Juvan,2014,Taking darwin metaphorically and literally: genres and sciences in a survival struggle,Neohelicon
W2017562899,article,0,"Heuser, Le-Khac",2011,Learning to read data: bringing out the humanistic in the digital humanities,Victorian Studies
W2605341992,article,1,"Joseph P. Dexter, Theodore Katz, Nilesh Tripuraneni, Tathagata Dasgupta, Ajay Kannan, James A. Brofos, Jorge A. Bonilla Lopez, Lea A. Schroeder, Adriana Cásarez, Maxim Rabinovich, Ayelet Haimson Lushkov, Pramit Chaudhuri",2017,Quantitative criticism of literary relationships,Proceedings Of The National Academy Of Sciences
W4414414765,article,0,"Bernardo Buarque, Malte Vogl, Aleksandra Kaye",2025,Growing and pruning the archive: an agent-based model to build letter correspondence networks,Digital Scholarship In The Humanities
W4386874617,preprint,1,"Elise Jing, Simon DeDeo, Devin Robert Wright, Yong‐Yeol Ahn",2022,"Sameness entices, but novelty enchants in fanfiction online",Arxiv (Cornell University)
W2316014183,article,1,Alastair Fowler,1971,The life and death of literary forms,New Literary History
W4285212806,article,1,"Ted Underwood, Kevin Kiley, Wenyi Shang, Stephen Vaisey",2022,Cohort succession explains most change in literary culture,Sociological Science
W2322210745,article,1,Héloïse Vande Wiele,2016,The loss of poetic effects: from indeterminate to conventionalised meaning,Language And Literature International Journal Of Stylistics
W1988866435,article,0,Frank Kelleter,2007,A tale of two natures: worried reflections on the study of literature and culture in an age of neuroscience and neo-darwinism,Journal Of Literary Theory
W3010566281,article,1,Alexander Manshel,2020,The lag: technology and fiction in the twentieth century,Pmla/Publications Of The Modern Language Association Of America
W2761014609,article,1,Nicholas Paige,2017,"Examples, samples, signs: an artifactual view of fictionality in the french novel, 1681–1830",New Literary History
W2511804287,article,1,"Hoyt Long, Richard Jean So",2016,Turbulent flow,Modern Language Quarterly
W1981685741,article,1,Melanie Conroy,2014,Before the “inward turn”: tracing represented thought in the french novel (1800-1929),Poetics Today
W4283830198,article,1,"Tessa Elizabeth Sadie Charlesworth, Aylin Caliskan, Mahzarin R. Banaji",2022,Historical representations of social groups across 200 years of word embeddings from google books,Proceedings Of The National Academy Of Sciences
W3195222210,book-chapter,0,"Andrew Piper, Mark Algee‐Hewitt",2014,"6: the werther effect i: goethe, objecthood, and the handling of knowledge",Boydell And Brewer Ebooks
W2810599203,article,1,"Graham Alexander Sack, Daniel Wu, Benji Zusman",2014,Simulating the cultural evolution of literary genres.,Dh
W2786917897,article,1,"Felix Muzny, Mark Algee‐Hewitt, Dan Jurafsky",2017,Dialogism in the novel: a computational model of the dialogic nature of narration and quotations,Digital Scholarship In The Humanities
W4382490966,article,0,"Christof Schöch, Evelyn Gius, Peer Trilcke, Élodie Ripoll",2023,Conference reader: 2nd annual conference of computational literary studies,Zenodo (Cern European Organization For Nuclear Research)
W4390848517,article,1,"Edgar Dubourg, Valentin Thouzeau, Nicolas Baumard",2024,The psychological origins of science fiction,Poetics
W4307928620,preprint,1,"Jean-Baptiste Camps, Julien Randon‐Furling",2022,Lost manuscripts and extinct texts: a dynamic model of cultural transmission,Arxiv (Cornell University)
W2004192232,article,0,Matthew B. Karush,2007,The melodramatic nation: integration and polarization in the argentine cinema of the 1930s,Hispanic American Historical Review
W4319597719,article,0,"Sil Hamilton, Andrew Piper",2023,Multihathi: a complete collection of multilingual prose fiction in the hathitrust digital library,Journal Of Open Humanities Data
W4398287359,dataset,0,"Paula Wójcik, Bastian Bunzeck, Sina Zarrieß",2023,"Replication data for: ""the wikipedia republic of literary characters""",Harvard Dataverse
W4401219681,article,1,"Charlie Pilgrim, Weisi Guo, Thomas T. Hills",2024,The rising entropy of english in the attention economy,Communications Psychology
W3182217518,article,1,Manvir Singh,2021,"The sympathetic plot, its psychological origins, and implications for the evolution of fiction",Emotion Review
W2066993925,article,1,"Richard Jean So, Hoyt Long",2013,Network analysis and the sociology of modernism,Boundary 2
W4385681658,preprint,1,"Alfredo González-Espinoza, Joshua B. Plotkin",2023,Quantifying the evolution of harmony and novelty in western classical music,Arxiv (Cornell University)
W4393255711,article,1,"Emilia Parada‐Cabaleiro, Maximilian Mayerl, Stefan Brandl, Marcin Skowron, Markus Schedl, Elisabeth Lex, Eva Zangerle",2024,Song lyrics have become simpler and more repetitive over the last five decades,Scientific Reports
W4413932988,article,1,"Marta Ewa Lech, Sune Lehmann, Jonas L. Juul",2025,Is it getting harder to make a hit? Evidence from 65 years of us music chart history,Epj Data Science
W4399070856,article,1,"Fabian C. Moss, Robert Lieck, Martin Rohrmeier",2024,Computational modeling of interval distributions in tonal space reveals paradigmatic stylistic changes in western music history,Humanities And Social Sciences Communications
W4400580095,article,1,"Lucas Ferreira Colares, Ray Balieiro Lopes-Neto, Alexandre Sampaio de Siqueira, Camila Ferreira Leão, Arianne Flexa de Castro, Bárbara Dunck",2024,Functional diversity in human song,Plos One
W4395956034,article,1,"Khwan Kim, Noah Askin",2024,"Feature-based structures of opportunity: genre innovation in the american popular music industry, 1958 to 2016",American Sociological Review
